1,0.20618982672278546,-0.0033717398413848805,-0.05179593463158707,0.19158474900129815,0.044573216161259054,-0.008419964300375872,-0.4643506661479853,0.04327305715625906,0.004173889638110502,0.0,-0.31845372513362785,0.0,0.0,0.12248084951043613,-0.2015170436024366,0.0,0.0,0.0,0.0,-0.9152250560266848,0.0,-0.4266120196786103
2,0.38636587193308497,0.058948190568001546,0.024371302754297886,0.0,0.1458013953647409,0.0,0.0,0.053521894847547505,0.0,0.0,-0.762715374809922,0.0,0.0,0.0,-0.1399776829569239,0.0,0.0,0.0,0.0,-0.8279239296647911,0.0,-1.4714128428146394
5,0.06596002825425296,0.0,0.0,0.0,0.0,-0.033318313662466105,0.0,-0.011057380757991847,0.0,0.0,-0.09670521129280538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1760051020873028,0.0,-0.24719270701605606
11,0.01219020976769128,0.0,0.0,0.0,0.01602334133030904,-0.03841160259609162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008406767806518554,0.0,0.0,0.0,0.0,0.0,0.0,0.037249772064548214
22,0.052887444326197235,-0.03026668503677465,0.0,-0.004699814852606973,0.0,0.0,0.0,0.0,0.0,0.0,-0.06567992071730502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0724134002321743
45,0.0,0.029387058275292605,-0.013829232694552367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384368634774325,0.0,0.0,0.0,-0.07709411421574583,0.0,-0.11700700628994945
91,0.0,0.0,0.0,0.0,0.0,-0.09674929773169202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10965086466738898,0.0,0.0,0.0,0.0,0.0,0.0,-0.14090671963171936
183,0.0,0.0,-0.011371973661739662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016602113959229507
367,0.0,0.0,0.0,0.0,-0.10128315243095568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03710068489022806
23,-0.15917192756658935,0.1859118691443159,0.0,0.03610095258364896,0.0,0.0,0.09633174000595847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08597940701602583
3,0.0,-0.1833910549631253,-0.2342285697619535,0.23571475492958213,-0.14382342803531234,-0.0500129859472712,-0.08259512759810701,-0.008564114114445817,0.002012498428981676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33953964594039865,-0.4993313703370156,0.0,0.3302576064199576
6,0.0,-0.020198390530085656,0.06033767621018983,0.0,0.07210291774047188,0.048431848634156144,0.0,0.0,-0.01770042637629295,0.0,0.0,0.0,0.0,0.0,0.0,-0.3502775438954853,0.0,0.0,0.0,0.0,0.0,-0.3775779953537476
13,-0.010743865256166801,0.05963516413972324,0.0,0.09019891215823243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022548258557984882
27,0.2572648679653874,0.0,0.0,0.0,0.0,-0.11567011071233427,0.0,0.0,-0.010768775970102019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09537694689509346
